rubro,provincia,anio,value
Combustibles y energía,Salta,2009,271.298
Combustibles y energía,Santiago del Estero,2009,0
Combustibles y energía,Tucumán,2009,2.036
Combustibles y energía,Mendoza,2009,115.116
Combustibles y energía,San Juan,2009,0
Combustibles y energía,San Luis,2009,0
Combustibles y energía,Chaco,2009,0
Combustibles y energía,Corrientes,2009,0
Combustibles y energía,Formosa,2009,11.839
Combustibles y energía,Misiones,2009,0
Total,Total País,2010,68174.447
Total,Buenos Aires,2010,22869.493
Total,Capital Federal,2010,375.658
Total,Córdoba,2010,8486.912
Total,Entre Ríos,2010,1577.147
Total,La Pampa,2010,289.219
Total,Santa Fe,2010,15448.057
Total,Chubut,2010,3307.576
Total,Neuquén,2010,328.33
Total,Río Negro,2010,495.162
Total,Santa Cruz,2010,1632.326
Total,Tierra del Fuego,2010,391.008
Total,Catamarca,2010,1676.674
Total,Jujuy,2010,383.032
Total,La Rioja,2010,275.182
Total,Salta,2010,1012.075
Total,Santiago del Estero,2010,520.726
Total,Tucumán,2010,913.718
Total,Mendoza,2010,1696.229
Total,San Juan,2010,2103.448
Total,San Luis,2010,539.235
Total,Chaco,2010,373.663
Total,Corrientes,2010,155.013
Total,Formosa,2010,35.98
Total,Misiones,2010,528.56
Productos primarios,Total País,2010,15148.56
Productos primarios,Buenos Aires,2010,3907.744
Productos primarios,Capital Federal,2010,0
Productos primarios,Córdoba,2010,2454.414
Productos primarios,Entre Ríos,2010,1035.617
Productos primarios,La Pampa,2010,234.001
Productos primarios,Santa Fe,2010,1810.65
Productos primarios,Chubut,2010,347.472
Productos primarios,Neuquén,2010,61.686
Productos primarios,Río Negro,2010,365.112
Productos primarios,Santa Cruz,2010,473.213
Productos primarios,Tierra del Fuego,2010,54.251
Productos primarios,Catamarca,2010,1518.485
Productos primarios,Jujuy,2010,269.429
Productos primarios,La Rioja,2010,3.416
Productos primarios,Salta,2010,606.394
Productos primarios,Santiago del Estero,2010,449.352
Productos primarios,Tucumán,2010,357.879
Productos primarios,Mendoza,2010,305.531
Productos primarios,San Juan,2010,153.611
Productos primarios,San Luis,2010,83.484
Productos primarios,Chaco,2010,291.965
Productos primarios,Corrientes,2010,110.085
Productos primarios,Formosa,2010,9.94
Productos primarios,Misiones,2010,86.395
Manufacturas de origen agropecuario,Total País,2010,22671.108
Manufacturas de origen agropecuario,Buenos Aires,2010,4654.362
Manufacturas de origen agropecuario,Capital Federal,2010,111.94
Manufacturas de origen agropecuario,Córdoba,2010,3906.723
Manufacturas de origen agropecuario,Entre Ríos,2010,427.108
Manufacturas de origen agropecuario,La Pampa,2010,46.091
Manufacturas de origen agropecuario,Santa Fe,2010,10512.663
Manufacturas de origen agropecuario,Chubut,2010,196.981
Manufacturas de origen agropecuario,Neuquén,2010,29.956
Manufacturas de origen agropecuario,Río Negro,2010,61.798
Manufacturas de origen agropecuario,Santa Cruz,2010,37.017
Manufacturas de origen agropecuario,Tierra del Fuego,2010,45.52
Manufacturas de origen agropecuario,Catamarca,2010,48.007
Manufacturas de origen agropecuario,Jujuy,2010,52.873
Manufacturas de origen agropecuario,La Rioja,2010,140.147
Manufacturas de origen agropecuario,Salta,2010,109.242
Manufacturas de origen agropecuario,Santiago del Estero,2010,48.568
Manufacturas de origen agropecuario,Tucumán,2010,293.942
Manufacturas de origen agropecuario,Mendoza,2010,930.599
Manufacturas de origen agropecuario,San Juan,2010,188.636
Manufacturas de origen agropecuario,San Luis,2010,182.982
Manufacturas de origen agropecuario,Chaco,2010,71.275
Manufacturas de origen agropecuario,Corrientes,2010,34.013
Manufacturas de origen agropecuario,Formosa,2010,11.709
Manufacturas de origen agropecuario,Misiones,2010,247.694
Manufacturas de origen industrial,Total País,2010,23829.617
Manufacturas de origen industrial,Buenos Aires,2010,12515.151
Manufacturas de origen industrial,Capital Federal,2010,263.601
Manufacturas de origen industrial,Córdoba,2010,2125.767
Manufacturas de origen industrial,Entre Ríos,2010,102.52
Manufacturas de origen industrial,La Pampa,2010,7.098
Manufacturas de origen industrial,Santa Fe,2010,2999.762
Manufacturas de origen industrial,Chubut,2010,703.268
Manufacturas de origen industrial,Neuquén,2010,30.777
Manufacturas de origen industrial,Río Negro,2010,29.832
Manufacturas de origen industrial,Santa Cruz,2010,580.441
Manufacturas de origen industrial,Tierra del Fuego,2010,76.256
Manufacturas de origen industrial,Catamarca,2010,110.182
Manufacturas de origen industrial,Jujuy,2010,60.73
Manufacturas de origen industrial,La Rioja,2010,131.618
Manufacturas de origen industrial,Salta,2010,77.294
Manufacturas de origen industrial,Santiago del Estero,2010,22.805
Manufacturas de origen industrial,Tucumán,2010,258.478
Manufacturas de origen industrial,Mendoza,2010,328.69
Manufacturas de origen industrial,San Juan,2010,1761.201
Manufacturas de origen industrial,San Luis,2010,272.77
Manufacturas de origen industrial,Chaco,2010,10.423
Manufacturas de origen industrial,Corrientes,2010,10.907
Manufacturas de origen industrial,Formosa,2010,1.93
Manufacturas de origen industrial,Misiones,2010,194.472
Combustibles y energía,Total País,2010,6525.162
Combustibles y energía,Buenos Aires,2010,1792.235
Combustibles y energía,Capital Federal,2010,0
Combustibles y energía,Córdoba,2010,0
Combustibles y energía,Entre Ríos,2010,11.903
Combustibles y energía,La Pampa,2010,2.029
Combustibles y energía,Santa Fe,2010,124.982
Combustibles y energía,Chubut,2010,2059.855
Combustibles y energía,Neuquén,2010,205.91
Combustibles y energía,Río Negro,2010,38.42
Combustibles y energía,Santa Cruz,2010,541.655
Combustibles y energía,Tierra del Fuego,2010,214.981
Combustibles y energía,Catamarca,2010,0
Combustibles y energía,Jujuy,2010,0
Combustibles y energía,La Rioja,2010,0
Combustibles y energía,Salta,2010,219.145
Combustibles y energía,Santiago del Estero,2010,0
Combustibles y energía,Tucumán,2010,3.419
Combustibles y energía,Mendoza,2010,131.409
Combustibles y energía,San Juan,2010,0
Combustibles y energía,San Luis,2010,0
Combustibles y energía,Chaco,2010,0
Combustibles y energía,Corrientes,2010,0
Combustibles y energía,Formosa,2010,12.401
Combustibles y energía,Misiones,2010,0
Total,Total País,2011,82981.091
Total,Buenos Aires,2011,28017.684
Total,Capital Federal,2011,434.053
Total,Córdoba,2011,10854.896
Total,Entre Ríos,2011,1856.223
Total,La Pampa,2011,370.669
Total,Santa Fe,2011,18852.657
Total,Chubut,2011,3148.039
Total,Neuquén,2011,362.165
Total,Río Negro,2011,721.676
Total,Santa Cruz,2011,1846.928
Total,Tierra del Fuego,2011,443.045
Total,Catamarca,2011,1649.193
Total,Jujuy,2011,453.119
Total,La Rioja,2011,281.506
Total,Salta,2011,1313.866
Total,Santiago del Estero,2011,1055.515
Total,Tucumán,2011,1015.727
Total,Mendoza,2011,1799.794
Total,San Juan,2011,2462.623
Total,San Luis,2011,728.267
Total,Chaco,2011,589.96
Total,Corrientes,2011,278.836
Total,Formosa,2011,40.041
Total,Misiones,2011,535.712
Productos primarios,Total País,2011,19833.32
Productos primarios,Buenos Aires,2011,5804.287
Productos primarios,Capital Federal,2011,0
Productos primarios,Córdoba,2011,3103.508
Productos primarios,Entre Ríos,2011,1099.364
Productos primarios,La Pampa,2011,310.333
Productos primarios,Santa Fe,2011,2241.954
Productos primarios,Chubut,2011,394.998
Productos primarios,Neuquén,2011,84.85
Productos primarios,Río Negro,2011,523.688
Productos primarios,Santa Cruz,2011,506.969
Productos primarios,Tierra del Fuego,2011,64.744
Productos primarios,Catamarca,2011,1499.291
Productos primarios,Jujuy,2011,356.628
Productos primarios,La Rioja,2011,4.478
Productos primarios,Salta,2011,861.083
Productos primarios,Santiago del Estero,2011,955.05
Productos primarios,Tucumán,2011,393.3
Productos primarios,Mendoza,2011,278.27
Productos primarios,San Juan,2011,157.859
Productos primarios,San Luis,2011,181.113
Productos primarios,Chaco,2011,500.144
Productos primarios,Corrientes,2011,223.792
Productos primarios,Formosa,2011,16.494
Productos primarios,Misiones,2011,100.029
Manufacturas de origen agropecuario,Total País,2011,27675.826
Manufacturas de origen agropecuario,Buenos Aires,2011,5810.654
Manufacturas de origen agropecuario,Capital Federal,2011,155.455
Manufacturas de origen agropecuario,Córdoba,2011,4917.395
Manufacturas de origen agropecuario,Entre Ríos,2011,575.331
Manufacturas de origen agropecuario,La Pampa,2011,48.511
Manufacturas de origen agropecuario,Santa Fe,2011,12353.186
Manufacturas de origen agropecuario,Chubut,2011,236.327
Manufacturas de origen agropecuario,Neuquén,2011,73.694
Manufacturas de origen agropecuario,Río Negro,2011,119.685
Manufacturas de origen agropecuario,Santa Cruz,2011,48.596
Manufacturas de origen agropecuario,Tierra del Fuego,2011,44.493
Manufacturas de origen agropecuario,Catamarca,2011,59.111
Manufacturas de origen agropecuario,Jujuy,2011,30.262
Manufacturas de origen agropecuario,La Rioja,2011,149.033
Manufacturas de origen agropecuario,Salta,2011,110.296
Manufacturas de origen agropecuario,Santiago del Estero,2011,84.347
Manufacturas de origen agropecuario,Tucumán,2011,326.973
Manufacturas de origen agropecuario,Mendoza,2011,1100.306
Manufacturas de origen agropecuario,San Juan,2011,271.008
Manufacturas de origen agropecuario,San Luis,2011,223.43
Manufacturas de origen agropecuario,Chaco,2011,78.878
Manufacturas de origen agropecuario,Corrientes,2011,31.056
Manufacturas de origen agropecuario,Formosa,2011,11.303
Manufacturas de origen agropecuario,Misiones,2011,249.22
Manufacturas de origen industrial,Total País,2011,28790.265
Manufacturas de origen industrial,Buenos Aires,2011,14714.427
Manufacturas de origen industrial,Capital Federal,2011,278.45
Manufacturas de origen industrial,Córdoba,2011,2833.992
Manufacturas de origen industrial,Entre Ríos,2011,119.935
Manufacturas de origen industrial,La Pampa,2011,11.825
Manufacturas de origen industrial,Santa Fe,2011,4118.297
Manufacturas de origen industrial,Chubut,2011,790.347
Manufacturas de origen industrial,Neuquén,2011,34.333
Manufacturas de origen industrial,Río Negro,2011,35.771
Manufacturas de origen industrial,Santa Cruz,2011,826.609
Manufacturas de origen industrial,Tierra del Fuego,2011,79.398
Manufacturas de origen industrial,Catamarca,2011,90.792
Manufacturas de origen industrial,Jujuy,2011,66.229
Manufacturas de origen industrial,La Rioja,2011,127.996
Manufacturas de origen industrial,Salta,2011,91.461
Manufacturas de origen industrial,Santiago del Estero,2011,16.119
Manufacturas de origen industrial,Tucumán,2011,295.032
Manufacturas de origen industrial,Mendoza,2011,293.143
Manufacturas de origen industrial,San Juan,2011,2033.756
Manufacturas de origen industrial,San Luis,2011,323.724
Manufacturas de origen industrial,Chaco,2011,10.938
Manufacturas de origen industrial,Corrientes,2011,22.697
Manufacturas de origen industrial,Formosa,2011,1.769
Manufacturas de origen industrial,Misiones,2011,186.463
Combustibles y energía,Total País,2011,6681.68
Combustibles y energía,Buenos Aires,2011,1688.315
Combustibles y energía,Capital Federal,2011,0
Combustibles y energía,Córdoba,2011,0
Combustibles y energía,Entre Ríos,2011,61.592
Combustibles y energía,La Pampa,2011,0
Combustibles y energía,Santa Fe,2011,139.22
Combustibles y energía,Chubut,2011,1726.368
Combustibles y energía,Neuquén,2011,169.288
Combustibles y energía,Río Negro,2011,42.532
Combustibles y energía,Santa Cruz,2011,464.753
Combustibles y energía,Tierra del Fuego,2011,254.41
Combustibles y energía,Catamarca,2011,0
Combustibles y energía,Jujuy,2011,0
Combustibles y energía,La Rioja,2011,0
Combustibles y energía,Salta,2011,251.025
Combustibles y energía,Santiago del Estero,2011,0
Combustibles y energía,Tucumán,2011,0
Combustibles y energía,Mendoza,2011,128.074
Combustibles y energía,San Juan,2011,0
Combustibles y energía,San Luis,2011,0
Combustibles y energía,Chaco,2011,0
Combustibles y energía,Corrientes,2011,1.291
Combustibles y energía,Formosa,2011,10.475
Combustibles y energía,Misiones,2011,0
Total,Total País,2012,79982.388
Total,Buenos Aires,2012,27414.321
Total,Capital Federal,2012,421.944
Total,Córdoba,2012,10312.516
Total,Entre Ríos,2012,1994.901
Total,La Pampa,2012,445.639
Total,Santa Fe,2012,17931.537
Total,Chubut,2012,3248.154
Total,Neuquén,2012,283.569
Total,Río Negro,2012,628.186
Total,Santa Cruz,2012,1908.396
Total,Tierra del Fuego,2012,280.852
Total,Catamarca,2012,1719.94
Total,Jujuy,2012,609.14
Total,La Rioja,2012,260.761
Total,Salta,2012,1312.475
Total,Santiago del Estero,2012,790.349
Total,Tucumán,2012,879.567
Total,Mendoza,2012,1807.025
Total,San Juan,2012,2289.79
Total,San Luis,2012,690.97
Total,Chaco,2012,304.978
Total,Corrientes,2012,239.855
Total,Formosa,2012,44.842
Total,Misiones,2012,441.196
Productos primarios,Total País,2012,19039.837
Productos primarios,Buenos Aires,2012,6146.632
Productos primarios,Capital Federal,2012,0
Productos primarios,Córdoba,2012,2712.394
Productos primarios,Entre Ríos,2012,1142.142
Productos primarios,La Pampa,2012,407.435
Productos primarios,Santa Fe,2012,2073.133
Productos primarios,Chubut,2012,351.329
Productos primarios,Neuquén,2012,60.303
Productos primarios,Río Negro,2012,447.46
Productos primarios,Santa Cruz,2012,544.681
Productos primarios,Tierra del Fuego,2012,64.313
Productos primarios,Catamarca,2012,1562.586
Productos primarios,Jujuy,2012,480.11
Productos primarios,La Rioja,2012,3.105
Productos primarios,Salta,2012,789.473
Productos primarios,Santiago del Estero,2012,744.124
Productos primarios,Tucumán,2012,335.874
Productos primarios,Mendoza,2012,195.022
Productos primarios,San Juan,2012,125.728
Productos primarios,San Luis,2012,163.146
Productos primarios,Chaco,2012,222.721
Productos primarios,Corrientes,2012,198.208
Productos primarios,Formosa,2012,12.999
Productos primarios,Misiones,2012,87.345
Manufacturas de origen agropecuario,Total País,2012,26783.659
Manufacturas de origen agropecuario,Buenos Aires,2012,5606.34
Manufacturas de origen agropecuario,Capital Federal,2012,154.697
Manufacturas de origen agropecuario,Córdoba,2012,4996.13
Manufacturas de origen agropecuario,Entre Ríos,2012,630.339
Manufacturas de origen agropecuario,La Pampa,2012,30.411
Manufacturas de origen agropecuario,Santa Fe,2012,11924.291
Manufacturas de origen agropecuario,Chubut,2012,164.028
Manufacturas de origen agropecuario,Neuquén,2012,56.144
Manufacturas de origen agropecuario,Río Negro,2012,103.557
Manufacturas de origen agropecuario,Santa Cruz,2012,29.072
Manufacturas de origen agropecuario,Tierra del Fuego,2012,41.728
Manufacturas de origen agropecuario,Catamarca,2012,60.513
Manufacturas de origen agropecuario,Jujuy,2012,59.901
Manufacturas de origen agropecuario,La Rioja,2012,129.133
Manufacturas de origen agropecuario,Salta,2012,115.668
Manufacturas de origen agropecuario,Santiago del Estero,2012,36.052
Manufacturas de origen agropecuario,Tucumán,2012,286.95
Manufacturas de origen agropecuario,Mendoza,2012,1189.863
Manufacturas de origen agropecuario,San Juan,2012,273.737
Manufacturas de origen agropecuario,San Luis,2012,217.547
Manufacturas de origen agropecuario,Chaco,2012,71.636
Manufacturas de origen agropecuario,Corrientes,2012,34.137
Manufacturas de origen agropecuario,Formosa,2012,16.946
Manufacturas de origen agropecuario,Misiones,2012,222.008
Manufacturas de origen industrial,Total País,2012,27180.876
Manufacturas de origen industrial,Buenos Aires,2012,14279.095
Manufacturas de origen industrial,Capital Federal,2012,267.154
Manufacturas de origen industrial,Córdoba,2012,2603.99
Manufacturas de origen industrial,Entre Ríos,2012,114.24
Manufacturas de origen industrial,La Pampa,2012,7.793
Manufacturas de origen industrial,Santa Fe,2012,3793.065
Manufacturas de origen industrial,Chubut,2012,667.058
Manufacturas de origen industrial,Neuquén,2012,40.114
Manufacturas de origen industrial,Río Negro,2012,34.066
Manufacturas de origen industrial,Santa Cruz,2012,794.336
Manufacturas de origen industrial,Tierra del Fuego,2012,70.128
Manufacturas de origen industrial,Catamarca,2012,96.842
Manufacturas de origen industrial,Jujuy,2012,69.129
Manufacturas de origen industrial,La Rioja,2012,128.524
Manufacturas de origen industrial,Salta,2012,89.924
Manufacturas de origen industrial,Santiago del Estero,2012,10.173
Manufacturas de origen industrial,Tucumán,2012,256.742
Manufacturas de origen industrial,Mendoza,2012,334.216
Manufacturas de origen industrial,San Juan,2012,1890.326
Manufacturas de origen industrial,San Luis,2012,310.277
Manufacturas de origen industrial,Chaco,2012,10.621
Manufacturas de origen industrial,Corrientes,2012,7.43
Manufacturas de origen industrial,Formosa,2012,2.362
Manufacturas de origen industrial,Misiones,2012,131.842
Combustibles y energía,Total País,2012,6978.016
Combustibles y energía,Buenos Aires,2012,1382.254
Combustibles y energía,Capital Federal,2012,0
Combustibles y energía,Córdoba,2012,0
Combustibles y energía,Entre Ríos,2012,108.18
Combustibles y energía,La Pampa,2012,0
Combustibles y energía,Santa Fe,2012,141.048
Combustibles y energía,Chubut,2012,2065.739
Combustibles y energía,Neuquén,2012,127.008
Combustibles y energía,Río Negro,2012,43.103
Combustibles y energía,Santa Cruz,2012,540.307
Combustibles y energía,Tierra del Fuego,2012,104.684
Combustibles y energía,Catamarca,2012,0
Combustibles y energía,Jujuy,2012,0
Combustibles y energía,La Rioja,2012,0
Combustibles y energía,Salta,2012,317.41
Combustibles y energía,Santiago del Estero,2012,0
Combustibles y energía,Tucumán,2012,0
Combustibles y energía,Mendoza,2012,87.925
Combustibles y energía,San Juan,2012,0
Combustibles y energía,San Luis,2012,0
Combustibles y energía,Chaco,2012,0
Combustibles y energía,Corrientes,2012,0
Combustibles y energía,Formosa,2012,12.534
Combustibles y energía,Misiones,2012,0
Total,Total País,2013,75962.981
Total,Buenos Aires,2013,25536.988
Total,Capital Federal,2013,392.139
Total,Córdoba,2013,11300.164
Total,Entre Ríos,2013,1832.788
Total,La Pampa,2013,329.795
Total,Santa Fe,2013,16794.654
Total,Chubut,2013,2641.303
Total,Neuquén,2013,254.411
Total,Río Negro,2013,676.309
Total,Santa Cruz,2013,1648.792
Total,Tierra del Fuego,2013,179.85
Total,Catamarca,2013,1102.072
Total,Jujuy,2013,411.327
Total,La Rioja,2013,305.083
Total,Salta,2013,922.47
Total,Santiago del Estero,2013,602.319
Total,Tucumán,2013,920.837
Total,Mendoza,2013,1681.557
Total,San Juan,2013,1860.331
Total,San Luis,2013,785.784
Total,Chaco,2013,282.537
Total,Corrientes,2013,255.144
Total,Formosa,2013,37.028
Total,Misiones,2013,485.359
Productos primarios,Total País,2013,17765.891
Productos primarios,Buenos Aires,2013,5121.623
Productos primarios,Capital Federal,2013,0
Productos primarios,Córdoba,2013,3627.186
Productos primarios,Entre Ríos,2013,980.863
Productos primarios,La Pampa,2013,290.08
Productos primarios,Santa Fe,2013,2247.746
Productos primarios,Chubut,2013,431.715
Productos primarios,Neuquén,2013,69.026
Productos primarios,Río Negro,2013,531.144
Productos primarios,Santa Cruz,2013,565.83
Productos primarios,Tierra del Fuego,2013,52.735
Productos primarios,Catamarca,2013,983.26
Productos primarios,Jujuy,2013,305.933
Productos primarios,La Rioja,2013,4.289
Productos primarios,Salta,2013,338.346
Productos primarios,Santiago del Estero,2013,561.758
Productos primarios,Tucumán,2013,318.138
Productos primarios,Mendoza,2013,212.358
Productos primarios,San Juan,2013,101.496
Productos primarios,San Luis,2013,348.921
Productos primarios,Chaco,2013,208.155
Productos primarios,Corrientes,2013,208.898
Productos primarios,Formosa,2013,11.497
Productos primarios,Misiones,2013,83.852
Manufacturas de origen agropecuario,Total País,2013,27002.177
Manufacturas de origen agropecuario,Buenos Aires,2013,5121.433
Manufacturas de origen agropecuario,Capital Federal,2013,149.039
Manufacturas de origen agropecuario,Córdoba,2013,4962.99
Manufacturas de origen agropecuario,Entre Ríos,2013,740.062
Manufacturas de origen agropecuario,La Pampa,2013,34.302
Manufacturas de origen agropecuario,Santa Fe,2013,11517.032
Manufacturas de origen agropecuario,Chubut,2013,158.577
Manufacturas de origen agropecuario,Neuquén,2013,46.031
Manufacturas de origen agropecuario,Río Negro,2013,82.139
Manufacturas de origen agropecuario,Santa Cruz,2013,17.389
Manufacturas de origen agropecuario,Tierra del Fuego,2013,28.394
Manufacturas de origen agropecuario,Catamarca,2013,40.869
Manufacturas de origen agropecuario,Jujuy,2013,55.889
Manufacturas de origen agropecuario,La Rioja,2013,175.302
Manufacturas de origen agropecuario,Salta,2013,94.985
Manufacturas de origen agropecuario,Santiago del Estero,2013,34.497
Manufacturas de origen agropecuario,Tucumán,2013,262.721
Manufacturas de origen agropecuario,Mendoza,2013,1150.84
Manufacturas de origen agropecuario,San Juan,2013,273.984
Manufacturas de origen agropecuario,San Luis,2013,196.23
Manufacturas de origen agropecuario,Chaco,2013,67.417
Manufacturas de origen agropecuario,Corrientes,2013,41.13
Manufacturas de origen agropecuario,Formosa,2013,14.588
Manufacturas de origen agropecuario,Misiones,2013,255.489
Manufacturas de origen industrial,Total País,2013,25633.339
Manufacturas de origen industrial,Buenos Aires,2013,14237.866
Manufacturas de origen industrial,Capital Federal,2013,243.048
Manufacturas de origen industrial,Córdoba,2013,2709.988
Manufacturas de origen industrial,Entre Ríos,2013,111.863
Manufacturas de origen industrial,La Pampa,2013,5.412
Manufacturas de origen industrial,Santa Fe,2013,2948.542
Manufacturas de origen industrial,Chubut,2013,677.045
Manufacturas de origen industrial,Neuquén,2013,30.112
Manufacturas de origen industrial,Río Negro,2013,14.637
Manufacturas de origen industrial,Santa Cruz,2013,707.033
Manufacturas de origen industrial,Tierra del Fuego,2013,44.345
Manufacturas de origen industrial,Catamarca,2013,77.943
Manufacturas de origen industrial,Jujuy,2013,49.506
Manufacturas de origen industrial,La Rioja,2013,125.492
Manufacturas de origen industrial,Salta,2013,81.68
Manufacturas de origen industrial,Santiago del Estero,2013,6.065
Manufacturas de origen industrial,Tucumán,2013,339.978
Manufacturas de origen industrial,Mendoza,2013,274.627
Manufacturas de origen industrial,San Juan,2013,1484.851
Manufacturas de origen industrial,San Luis,2013,240.632
Manufacturas de origen industrial,Chaco,2013,6.966
Manufacturas de origen industrial,Corrientes,2013,5.083
Manufacturas de origen industrial,Formosa,2013,2.606
Manufacturas de origen industrial,Misiones,2013,146.019
Combustibles y energía,Total País,2013,5561.574
Combustibles y energía,Buenos Aires,2013,1056.065
Combustibles y energía,Capital Federal,2013,0
Combustibles y energía,Córdoba,2013,0
Combustibles y energía,Entre Ríos,2013,0
Combustibles y energía,La Pampa,2013,0
Combustibles y energía,Santa Fe,2013,81.334
Combustibles y energía,Chubut,2013,1373.966
Combustibles y energía,Neuquén,2013,109.243
Combustibles y energía,Río Negro,2013,48.389
Combustibles y energía,Santa Cruz,2013,358.54
Combustibles y energía,Tierra del Fuego,2013,54.375
Combustibles y energía,Catamarca,2013,0
Combustibles y energía,Jujuy,2013,0
Combustibles y energía,La Rioja,2013,0
Combustibles y energía,Salta,2013,407.459
Combustibles y energía,Santiago del Estero,2013,0
Combustibles y energía,Tucumán,2013,0
Combustibles y energía,Mendoza,2013,43.732
Combustibles y energía,San Juan,2013,0
Combustibles y energía,San Luis,2013,0
Combustibles y energía,Chaco,2013,0
Combustibles y energía,Corrientes,2013,0
Combustibles y energía,Formosa,2013,8.337
Combustibles y energía,Misiones,2013,0
Total,Total País,2014,68404.347
Total,Buenos Aires,2014,23269.592
Total,Capital Federal,2014,366.089
Total,Córdoba,2014,9596.896
Total,Entre Ríos,2014,1547.277
Total,La Pampa,2014,284.013
Total,Santa Fe,2014,16081.776
Total,Chubut,2014,2517.966
Total,Neuquén,2014,211.436
Total,Río Negro,2014,574.53
Total,Santa Cruz,2014,1593.723
Total,Tierra del Fuego,2014,174.01
Total,Catamarca,2014,1060.039
Total,Jujuy,2014,361.781
Total,La Rioja,2014,272.104
Total,Salta,2014,1088.651
Total,Santiago del Estero,2014,845.337
Total,Tucumán,2014,692.611
Total,Mendoza,2014,1378.635
Total,San Juan,2014,1739.502
Total,San Luis,2014,543.861
Total,Chaco,2014,405.341
Total,Corrientes,2014,233.436
Total,Formosa,2014,34.838
Total,Misiones,2014,476.186
Productos primarios,Total País,2014,14217.839
Productos primarios,Buenos Aires,2014,3507.5
Productos primarios,Capital Federal,2014,-
Productos primarios,Córdoba,2014,2681.109
Productos primarios,Entre Ríos,2014,779.096
Productos primarios,La Pampa,2014,241.338
Productos primarios,Santa Fe,2014,1355.127
Productos primarios,Chubut,2014,508.164
Productos primarios,Neuquén,2014,63.302
Productos primarios,Río Negro,2014,464.354
Productos primarios,Santa Cruz,2014,502.611
Productos primarios,Tierra del Fuego,2014,63.881
Productos primarios,Catamarca,2014,956.985
Productos primarios,Jujuy,2014,294.895
Productos primarios,La Rioja,2014,6.923
Productos primarios,Salta,2014,571.889
Productos primarios,Santiago del Estero,2014,788.089
Productos primarios,Tucumán,2014,257.22
Productos primarios,Mendoza,2014,168.775
Productos primarios,San Juan,2014,75.02
Productos primarios,San Luis,2014,168.639
Productos primarios,Chaco,2014,328.725
Productos primarios,Corrientes,2014,179.002
Productos primarios,Formosa,2014,11.992
Productos primarios,Misiones,2014,60.968
Manufacturas de origen agropecuario,Total País,2014,26420.435
Manufacturas de origen agropecuario,Buenos Aires,2014,5923.86
Manufacturas de origen agropecuario,Capital Federal,2014,146.369
Manufacturas de origen agropecuario,Córdoba,2014,4728.573
Manufacturas de origen agropecuario,Entre Ríos,2014,658.392
Manufacturas de origen agropecuario,La Pampa,2014,37.209
Manufacturas de origen agropecuario,Santa Fe,2014,12008.12
Manufacturas de origen agropecuario,Chubut,2014,131.679
Manufacturas de origen agropecuario,Neuquén,2014,29.008
Manufacturas de origen agropecuario,Río Negro,2014,62.712
Manufacturas de origen agropecuario,Santa Cruz,2014,22.294
Manufacturas de origen agropecuario,Tierra del Fuego,2014,25.849
Manufacturas de origen agropecuario,Catamarca,2014,13.333
Manufacturas de origen agropecuario,Jujuy,2014,25.153
Manufacturas de origen agropecuario,La Rioja,2014,148.451
Manufacturas de origen agropecuario,Salta,2014,77.451
Manufacturas de origen agropecuario,Santiago del Estero,2014,54.086
Manufacturas de origen agropecuario,Tucumán,2014,186.537
Manufacturas de origen agropecuario,Mendoza,2014,961.899
Manufacturas de origen agropecuario,San Juan,2014,199.9
Manufacturas de origen agropecuario,San Luis,2014,172.444
Manufacturas de origen agropecuario,Chaco,2014,71.282
Manufacturas de origen agropecuario,Corrientes,2014,39.878
Manufacturas de origen agropecuario,Formosa,2014,13.116
Manufacturas de origen agropecuario,Misiones,2014,268.362
Manufacturas de origen industrial,Total País,2014,22823.468
Manufacturas de origen industrial,Buenos Aires,2014,12852.535
Manufacturas de origen industrial,Capital Federal,2014,219.694
Manufacturas de origen industrial,Córdoba,2014,2187.213
Manufacturas de origen industrial,Entre Ríos,2014,109.789
Manufacturas de origen industrial,La Pampa,2014,5.466
Manufacturas de origen industrial,Santa Fe,2014,2652.526
Manufacturas de origen industrial,Chubut,2014,596.83
Manufacturas de origen industrial,Neuquén,2014,43.834
Manufacturas de origen industrial,Río Negro,2014,12.198
Manufacturas de origen industrial,Santa Cruz,2014,738.303
Manufacturas de origen industrial,Tierra del Fuego,2014,76.645
Manufacturas de origen industrial,Catamarca,2014,89.721
Manufacturas de origen industrial,Jujuy,2014,41.732
Manufacturas de origen industrial,La Rioja,2014,116.73
Manufacturas de origen industrial,Salta,2014,73.353
Manufacturas de origen industrial,Santiago del Estero,2014,3.163
Manufacturas de origen industrial,Tucumán,2014,248.254
Manufacturas de origen industrial,Mendoza,2014,214.035
Manufacturas de origen industrial,San Juan,2014,1464.583
Manufacturas de origen industrial,San Luis,2014,202.779
Manufacturas de origen industrial,Chaco,2014,5.334
Manufacturas de origen industrial,Corrientes,2014,14.476
Manufacturas de origen industrial,Formosa,2014,1.956
Manufacturas de origen industrial,Misiones,2014,146.856
Combustibles y energía,Total País,2014,4942.605
Combustibles y energía,Buenos Aires,2014,985.697
Combustibles y energía,Capital Federal,2014,-
Combustibles y energía,Córdoba,2014,-
Combustibles y energía,Entre Ríos,2014,-
Combustibles y energía,La Pampa,2014,-
Combustibles y energía,Santa Fe,2014,66.003
Combustibles y energía,Chubut,2014,1281.293
