provincia,anio,mes,empleados_registrados_miles
Chubut,2020,feb-20,96.987
Chubut,2020,mar-20,95.765
Chubut,2020,abr-20,91.931
Chubut,2020,may-20,91.061
Chubut,2020,jun-20,91.079
Chubut,2020,jul-20,91.354
Chubut,2020,ago-20,92.007
Chubut,2020,sep-20,92.602
Chubut,2020,oct-20,91.879
Chubut,2020,nov-20,93.394
Chubut,2020,dic-20,93.938
Chubut,2021,ene-21,94.508
Chubut,2021,feb-21,94.509
Chubut,2021,mar-21,93.547
Chubut,2021,abr-21,91.056
Chubut,2021,may-21,90.254
Chubut,2021,jun-21,93.031
Chubut,2021,jul-21,93.641
Chubut,2021,ago-21,94.289
Chubut,2021,sep-21,94.158
Chubut,2021,oct-21,91.608
Córdoba,2009,ene-09,457.589
Córdoba,2009,feb-09,456.084
Córdoba,2009,mar-09,454.039
Córdoba,2009,abr-09,451.044
Córdoba,2009,may-09,447.114
Córdoba,2009,jun-09,446.163
Córdoba,2009,jul-09,446.14
Córdoba,2009,ago-09,446.631
Córdoba,2009,sep-09,449.047
Córdoba,2009,oct-09,452.464
Córdoba,2009,nov-09,452.886
Córdoba,2009,dic-09,459.439
Córdoba,2010,ene-10,464.615
Córdoba,2010,feb-10,464.511
Córdoba,2010,mar-10,466.362
Córdoba,2010,abr-10,466.625
Córdoba,2010,may-10,465.929
Córdoba,2010,jun-10,466.231
Córdoba,2010,jul-10,466.455
Córdoba,2010,ago-10,468.24
Córdoba,2010,sep-10,470.756
Córdoba,2010,oct-10,473.759
Córdoba,2010,nov-10,478.193
Córdoba,2010,dic-10,484.363
Córdoba,2011,ene-11,487.731
Córdoba,2011,feb-11,487.972
Córdoba,2011,mar-11,487.921
Córdoba,2011,abr-11,490.526
Córdoba,2011,may-11,491.808
Córdoba,2011,jun-11,491.62
Córdoba,2011,jul-11,493.086
Córdoba,2011,ago-11,494.075
Córdoba,2011,sep-11,496.541
Córdoba,2011,oct-11,500.583
Córdoba,2011,nov-11,504.183
Córdoba,2011,dic-11,505.396
Córdoba,2012,ene-12,504.916
Córdoba,2012,feb-12,501.24
Córdoba,2012,mar-12,499.672
Córdoba,2012,abr-12,496.183
Córdoba,2012,may-12,494.767
Córdoba,2012,jun-12,493.645
Córdoba,2012,jul-12,492.676
Córdoba,2012,ago-12,492.927
Córdoba,2012,sep-12,493.204
Córdoba,2012,oct-12,496.698
Córdoba,2012,nov-12,499.957
Córdoba,2012,dic-12,502.66
Córdoba,2013,ene-13,504.907
Córdoba,2013,feb-13,502.263
Córdoba,2013,mar-13,501.697
Córdoba,2013,abr-13,500.965
Córdoba,2013,may-13,499.424
Córdoba,2013,jun-13,497.703
Córdoba,2013,jul-13,499.359
Córdoba,2013,ago-13,499.407
Córdoba,2013,sep-13,500.396
Córdoba,2013,oct-13,503.751
Córdoba,2013,nov-13,504.199
Córdoba,2013,dic-13,503.949
Córdoba,2014,ene-14,506.399
Córdoba,2014,feb-14,503.014
Córdoba,2014,mar-14,497.417
Córdoba,2014,abr-14,495.044
Córdoba,2014,may-14,494.436
Córdoba,2014,jun-14,493.119
Córdoba,2014,jul-14,493.778
Córdoba,2014,ago-14,492.753
Córdoba,2014,sep-14,492.781
Córdoba,2014,oct-14,494.712
Córdoba,2014,nov-14,494.798
Córdoba,2014,dic-14,496.726
Córdoba,2015,ene-15,501.853
Córdoba,2015,feb-15,500.788
Córdoba,2015,mar-15,498.91
Córdoba,2015,abr-15,500.155
Córdoba,2015,may-15,498.753
Córdoba,2015,jun-15,498.407
Córdoba,2015,jul-15,500.338
Córdoba,2015,ago-15,499.29
Córdoba,2015,sep-15,501.676
Córdoba,2015,oct-15,503.594
Córdoba,2015,nov-15,504.707
Córdoba,2015,dic-15,505.109
Córdoba,2016,ene-16,508.385
Córdoba,2016,feb-16,507.609
Córdoba,2016,mar-16,505.51
Córdoba,2016,abr-16,503.45
Córdoba,2016,may-16,501.863
Córdoba,2016,jun-16,499.394
Córdoba,2016,jul-16,499.222
Córdoba,2016,ago-16,498.977
Córdoba,2016,sep-16,498.518
Córdoba,2016,oct-16,500.009
Córdoba,2016,nov-16,503.531
Córdoba,2016,dic-16,505.74
Córdoba,2017,ene-17,510.085
Córdoba,2017,feb-17,508.447
Córdoba,2017,mar-17,506.179
Córdoba,2017,abr-17,502.752
Córdoba,2017,may-17,505.04
Córdoba,2017,Jun-17,504.958
Córdoba,2017,Jul-17,506.813
Córdoba,2017,ago-17,508.064
Córdoba,2017,sep-17,510.16
Córdoba,2017,oct-17,514.787
Córdoba,2017,nov-17,518.441
Córdoba,2017,dic-17,521.225
Córdoba,2018,ene-18,525.623
Córdoba,2018,feb-18,524.487
Córdoba,2018,mar-18,522.799
Córdoba,2018,abr-18,520.235
Córdoba,2018,may-18,517.813
Córdoba,2018,jun-18,514.674
Córdoba,2018,jul-18,514.689
Córdoba,2018,ago-18,512.269
Córdoba,2018,sep-18,509.636
Córdoba,2018,oct-18,509.501
Córdoba,2018,nov-18,509.491
Córdoba,2018,dic-18,508.808
Córdoba,2019,ene-19,512.345
Córdoba,2019,feb-19,510.515
Córdoba,2019,mar-19,503.301
Córdoba,2019,abr-19,498.853
Córdoba,2019,may-19,498.506
Córdoba,2019,jun-19,494.755
Córdoba,2019,jul-19,494.162
Córdoba,2019,ago-19,492.769
Córdoba,2019,sep-19,490.991
Córdoba,2019,oct-19,490.565
Córdoba,2019,nov-19,490.824
Córdoba,2019,dic-19,489.798
Córdoba,2020,ene-20,492.962
Córdoba,2020,feb-20,492.719
Córdoba,2020,mar-20,485.364
Córdoba,2020,abr-20,475.133
Córdoba,2020,may-20,470.508
Córdoba,2020,jun-20,471.377
Córdoba,2020,jul-20,470.56
Córdoba,2020,ago-20,470.693
Córdoba,2020,sep-20,472.701
Córdoba,2020,oct-20,474.389
Córdoba,2020,nov-20,475.974
Córdoba,2020,dic-20,477.524
Córdoba,2021,ene-21,479.175
Córdoba,2021,feb-21,480.465
Córdoba,2021,mar-21,483.915
Córdoba,2021,abr-21,485.38
Córdoba,2021,may-21,484.806
Córdoba,2021,jun-21,483.72
Córdoba,2021,jul-21,484.879
Córdoba,2021,ago-21,486.481
Córdoba,2021,sep-21,488.304
Córdoba,2021,oct-21,491.067
Corrientes,2009,ene-09,63.403
Corrientes,2009,feb-09,63.791
Corrientes,2009,mar-09,64.836
Corrientes,2009,abr-09,64.309
Corrientes,2009,may-09,64.257
Corrientes,2009,jun-09,64.992
Corrientes,2009,jul-09,64.575
Corrientes,2009,ago-09,64.678
Corrientes,2009,sep-09,65.074
Corrientes,2009,oct-09,65.775
Corrientes,2009,nov-09,67.017
Corrientes,2009,dic-09,65.191
Corrientes,2010,ene-10,64.282
Corrientes,2010,feb-10,64.953
Corrientes,2010,mar-10,65.954
Corrientes,2010,abr-10,65.844
Corrientes,2010,may-10,65.832
Corrientes,2010,jun-10,65.815
Corrientes,2010,jul-10,65.272
Corrientes,2010,ago-10,65.557
Corrientes,2010,sep-10,66.029
Corrientes,2010,oct-10,66.662
Corrientes,2010,nov-10,67.2
Corrientes,2010,dic-10,67.086
Corrientes,2011,ene-11,67.001
Corrientes,2011,feb-11,67.578
Corrientes,2011,mar-11,68.491
Corrientes,2011,abr-11,69.225
Corrientes,2011,may-11,69.377
Corrientes,2011,jun-11,69.474
Corrientes,2011,jul-11,69.603
Corrientes,2011,ago-11,70.642
Corrientes,2011,sep-11,70.755
Corrientes,2011,oct-11,71.64
Corrientes,2011,nov-11,72.267
Corrientes,2011,dic-11,71.239
Corrientes,2012,ene-12,70.699
Corrientes,2012,feb-12,70.789
Corrientes,2012,mar-12,71.102
Corrientes,2012,abr-12,71.169
Corrientes,2012,may-12,70.844
Corrientes,2012,jun-12,70.81
Corrientes,2012,jul-12,70.908
Corrientes,2012,ago-12,70.973
Corrientes,2012,sep-12,70.937
Corrientes,2012,oct-12,71.368
Corrientes,2012,nov-12,71.77
Corrientes,2012,dic-12,71.231
Corrientes,2013,ene-13,70.755
Corrientes,2013,feb-13,70.822
Corrientes,2013,mar-13,71.081
Corrientes,2013,abr-13,71.189
Corrientes,2013,may-13,70.936
Corrientes,2013,jun-13,70.694
Corrientes,2013,jul-13,70.772
Corrientes,2013,ago-13,71.524
Corrientes,2013,sep-13,71.229
Corrientes,2013,oct-13,72.043
Corrientes,2013,nov-13,72.154
Corrientes,2013,dic-13,71.674
Corrientes,2014,ene-14,71.341
Corrientes,2014,feb-14,71.452
Corrientes,2014,mar-14,71.338
Corrientes,2014,abr-14,71.495
Corrientes,2014,may-14,71.633
Corrientes,2014,jun-14,71.455
Corrientes,2014,jul-14,71.324
Corrientes,2014,ago-14,72.041
Corrientes,2014,sep-14,72.816
Corrientes,2014,oct-14,73.358
Corrientes,2014,nov-14,73.221
Corrientes,2014,dic-14,72.861
Corrientes,2015,ene-15,72.671
Corrientes,2015,feb-15,73.088
Corrientes,2015,mar-15,74.567
Corrientes,2015,abr-15,74.795
Corrientes,2015,may-15,75.264
Corrientes,2015,jun-15,75.814
Corrientes,2015,jul-15,76.542
Corrientes,2015,ago-15,77.148
Corrientes,2015,sep-15,77.444
Corrientes,2015,oct-15,77.665
Corrientes,2015,nov-15,77.238
Corrientes,2015,dic-15,76.324
Corrientes,2016,ene-16,75.968
Corrientes,2016,feb-16,76.463
Corrientes,2016,mar-16,76.151
Corrientes,2016,abr-16,75.759
Corrientes,2016,may-16,75.778
Corrientes,2016,jun-16,75.774
Corrientes,2016,jul-16,75.606
Corrientes,2016,ago-16,75.742
Corrientes,2016,sep-16,76.39
Corrientes,2016,oct-16,76.841
Corrientes,2016,nov-16,77.013
Corrientes,2016,dic-16,76.179
Corrientes,2017,ene-17,75.782
Corrientes,2017,feb-17,76.029
Corrientes,2017,mar-17,76.579
Corrientes,2017,abr-17,76.012
Corrientes,2017,may-17,76.839
Corrientes,2017,Jun-17,77.023
Corrientes,2017,Jul-17,77.193
Corrientes,2017,ago-17,77.445
Corrientes,2017,sep-17,78.036
Corrientes,2017,oct-17,78.271
Corrientes,2017,nov-17,78.249
Corrientes,2017,dic-17,77.928
Corrientes,2018,ene-18,77.902
Corrientes,2018,feb-18,78.254
Corrientes,2018,mar-18,79.079
Corrientes,2018,abr-18,79.325
Corrientes,2018,may-18,79.109
Corrientes,2018,jun-18,78.702
Corrientes,2018,jul-18,78.138
Corrientes,2018,ago-18,78.217
Corrientes,2018,sep-18,78.363
Corrientes,2018,oct-18,79.192
Corrientes,2018,nov-18,78.608
Corrientes,2018,dic-18,76.921
Corrientes,2019,ene-19,75.552
Corrientes,2019,feb-19,75.993
Corrientes,2019,mar-19,76.923
Corrientes,2019,abr-19,77.293
Corrientes,2019,may-19,77.201
Corrientes,2019,jun-19,76.669
Corrientes,2019,jul-19,78.554
Corrientes,2019,ago-19,78.641
Corrientes,2019,sep-19,78.241
Corrientes,2019,oct-19,77.137
Corrientes,2019,nov-19,77.292
Corrientes,2019,dic-19,76.12
Corrientes,2020,ene-20,74.923
Corrientes,2020,feb-20,74.857
Corrientes,2020,mar-20,75.404
Corrientes,2020,abr-20,74.166
Corrientes,2020,may-20,73.852
Corrientes,2020,jun-20,73.851
Corrientes,2020,jul-20,73.894
Corrientes,2020,ago-20,74.423
Corrientes,2020,sep-20,75.103
Corrientes,2020,oct-20,75.474
Corrientes,2020,nov-20,75.335
Corrientes,2020,dic-20,74.799
Corrientes,2021,ene-21,74.239
Corrientes,2021,feb-21,74.583
Corrientes,2021,mar-21,75.822
Corrientes,2021,abr-21,76.037
Corrientes,2021,may-21,75.881
Corrientes,2021,jun-21,75.72
Corrientes,2021,jul-21,75.88
Corrientes,2021,ago-21,76.438
Corrientes,2021,sep-21,77.184
Corrientes,2021,oct-21,77.558
Entre Ríos,2009,ene-09,118.24
Entre Ríos,2009,feb-09,118.017
Entre Ríos,2009,mar-09,119.666
Entre Ríos,2009,abr-09,119.799
Entre Ríos,2009,may-09,120.941
Entre Ríos,2009,jun-09,121.612
Entre Ríos,2009,jul-09,122.489
Entre Ríos,2009,ago-09,122.363
Entre Ríos,2009,sep-09,121.936
Entre Ríos,2009,oct-09,132.016
Entre Ríos,2009,nov-09,134.412
Entre Ríos,2009,dic-09,123.783
Entre Ríos,2010,ene-10,119.571
Entre Ríos,2010,feb-10,119.656
Entre Ríos,2010,mar-10,123.099
Entre Ríos,2010,abr-10,122.943
Entre Ríos,2010,may-10,123.646
Entre Ríos,2010,jun-10,125.047
Entre Ríos,2010,jul-10,125.871
Entre Ríos,2010,ago-10,126.319
Entre Ríos,2010,sep-10,126.243
Entre Ríos,2010,oct-10,133.647
Entre Ríos,2010,nov-10,134.534
Entre Ríos,2010,dic-10,127.721
Entre Ríos,2011,ene-11,125.096
Entre Ríos,2011,feb-11,124.94
Entre Ríos,2011,mar-11,128.19
Entre Ríos,2011,abr-11,129.216
Entre Ríos,2011,may-11,130.601
Entre Ríos,2011,jun-11,131.488
Entre Ríos,2011,jul-11,132.348
Entre Ríos,2011,ago-11,133.707
Entre Ríos,2011,sep-11,133.243
Entre Ríos,2011,oct-11,141.182
Entre Ríos,2011,nov-11,142.591
Entre Ríos,2011,dic-11,136.017
Entre Ríos,2012,ene-12,133.255
Entre Ríos,2012,feb-12,133.2
Entre Ríos,2012,mar-12,133.778
Entre Ríos,2012,abr-12,132.695
Entre Ríos,2012,may-12,134.162
Entre Ríos,2012,jun-12,133.453
Entre Ríos,2012,jul-12,133.182
Entre Ríos,2012,ago-12,133.411
Entre Ríos,2012,sep-12,133.307
Entre Ríos,2012,oct-12,141.399
Entre Ríos,2012,nov-12,141.222
Entre Ríos,2012,dic-12,135.716
Entre Ríos,2013,ene-13,133.728
Entre Ríos,2013,feb-13,133.147
Entre Ríos,2013,mar-13,133.367
Entre Ríos,2013,abr-13,133.835
Entre Ríos,2013,may-13,133.767
Entre Ríos,2013,jun-13,134.297
Entre Ríos,2013,jul-13,134.608
Entre Ríos,2013,ago-13,135.414
Entre Ríos,2013,sep-13,135.003
Entre Ríos,2013,oct-13,139.347
Entre Ríos,2013,nov-13,139.45
Entre Ríos,2013,dic-13,135.32
Entre Ríos,2014,ene-14,133.787
Entre Ríos,2014,feb-14,133.003
Entre Ríos,2014,mar-14,133.354
Entre Ríos,2014,abr-14,133.712
Entre Ríos,2014,may-14,134.15
Entre Ríos,2014,jun-14,134.743
Entre Ríos,2014,jul-14,134.383
Entre Ríos,2014,ago-14,134.928
Entre Ríos,2014,sep-14,136.806
Entre Ríos,2014,oct-14,143.077
Entre Ríos,2014,nov-14,141.784
Entre Ríos,2014,dic-14,135.401
Entre Ríos,2015,ene-15,134.654
Entre Ríos,2015,feb-15,135.491
Entre Ríos,2015,mar-15,135.422
Entre Ríos,2015,abr-15,135.954
Entre Ríos,2015,may-15,136.325
Entre Ríos,2015,jun-15,136.678
Entre Ríos,2015,jul-15,137.015
Entre Ríos,2015,ago-15,139
Entre Ríos,2015,sep-15,139.563
Entre Ríos,2015,oct-15,144.138
Entre Ríos,2015,nov-15,143.227
Entre Ríos,2015,dic-15,136.818
Entre Ríos,2016,ene-16,133.955
Entre Ríos,2016,feb-16,133.303
Entre Ríos,2016,mar-16,133.128
Entre Ríos,2016,abr-16,132.343
Entre Ríos,2016,may-16,133.305
Entre Ríos,2016,jun-16,133.412
Entre Ríos,2016,jul-16,133.422
Entre Ríos,2016,ago-16,135.386
Entre Ríos,2016,sep-16,137.623
Entre Ríos,2016,oct-16,144.917
Entre Ríos,2016,nov-16,143.188
Entre Ríos,2016,dic-16,135.614
Entre Ríos,2017,ene-17,134.356
Entre Ríos,2017,feb-17,133.886
Entre Ríos,2017,mar-17,134.578
Entre Ríos,2017,abr-17,133.891
Entre Ríos,2017,may-17,134.925
Entre Ríos,2017,Jun-17,134.892
Entre Ríos,2017,Jul-17,134.558
Entre Ríos,2017,ago-17,135.705
Entre Ríos,2017,sep-17,139.296
Entre Ríos,2017,oct-17,143.325
Entre Ríos,2017,nov-17,140.552
Entre Ríos,2017,dic-17,136.056
Entre Ríos,2018,ene-18,133.968
Entre Ríos,2018,feb-18,135.225
Entre Ríos,2018,mar-18,135.356
Entre Ríos,2018,abr-18,135.422
Entre Ríos,2018,may-18,134.704
Entre Ríos,2018,jun-18,133.886
Entre Ríos,2018,jul-18,134.534
Entre Ríos,2018,ago-18,134.508
Entre Ríos,2018,sep-18,134.755
Entre Ríos,2018,oct-18,142.737
Entre Ríos,2018,nov-18,141.303
Entre Ríos,2018,dic-18,133.314
Entre Ríos,2019,ene-19,131.828
Entre Ríos,2019,feb-19,131.74
Entre Ríos,2019,mar-19,132.02
Entre Ríos,2019,abr-19,131.011
Entre Ríos,2019,may-19,131.333
Entre Ríos,2019,jun-19,130.959
Entre Ríos,2019,jul-19,131.136
Entre Ríos,2019,ago-19,131.331
Entre Ríos,2019,sep-19,132.845
Entre Ríos,2019,oct-19,137.344
Entre Ríos,2019,nov-19,137.938
Entre Ríos,2019,dic-19,131.705
Entre Ríos,2020,ene-20,129.383
Entre Ríos,2020,feb-20,129.154
Entre Ríos,2020,mar-20,128.857
Entre Ríos,2020,abr-20,127.865
Entre Ríos,2020,may-20,127.604
Entre Ríos,2020,jun-20,127.179
Entre Ríos,2020,jul-20,127.373
Entre Ríos,2020,ago-20,128.094
Entre Ríos,2020,sep-20,130.113
Entre Ríos,2020,oct-20,132.232
Entre Ríos,2020,nov-20,131.247
Entre Ríos,2020,dic-20,128.965
Entre Ríos,2021,ene-21,127.919
Entre Ríos,2021,feb-21,128.051
Entre Ríos,2021,mar-21,129.063
Entre Ríos,2021,abr-21,129.535
Entre Ríos,2021,may-21,129.878
Entre Ríos,2021,jun-21,129.715
Entre Ríos,2021,jul-21,130.489
Entre Ríos,2021,ago-21,131.551
Entre Ríos,2021,sep-21,134.098
Entre Ríos,2021,oct-21,134.902
Formosa,2009,ene-09,20.594
Formosa,2009,feb-09,20.837
Formosa,2009,mar-09,20.947
Formosa,2009,abr-09,20.963
Formosa,2009,may-09,21.13
Formosa,2009,jun-09,21.609
Formosa,2009,jul-09,22.313
Formosa,2009,ago-09,22.02
Formosa,2009,sep-09,22.088
Formosa,2009,oct-09,21.996
Formosa,2009,nov-09,22.025
Formosa,2009,dic-09,21.854
Formosa,2010,ene-10,21.543
Formosa,2010,feb-10,21.874
Formosa,2010,mar-10,22.083
Formosa,2010,abr-10,22.158
Formosa,2010,may-10,22.186
Formosa,2010,jun-10,22.246
Formosa,2010,jul-10,22.515
Formosa,2010,ago-10,23.132
Formosa,2010,sep-10,23.445
Formosa,2010,oct-10,23.931
Formosa,2010,nov-10,24.127
Formosa,2010,dic-10,23.873
Formosa,2011,ene-11,23.805
Formosa,2011,feb-11,24.14
Formosa,2011,mar-11,24.549
Formosa,2011,abr-11,24.81
Formosa,2011,may-11,25.149
Formosa,2011,jun-11,25.919
Formosa,2011,jul-11,26.128
Formosa,2011,ago-11,26.78
Formosa,2011,sep-11,26.718
Formosa,2011,oct-11,26.74
Formosa,2011,nov-11,26.771
Formosa,2011,dic-11,26.108
Formosa,2012,ene-12,25.834
Formosa,2012,feb-12,26.159
Formosa,2012,mar-12,25.967
Formosa,2012,abr-12,25.7
Formosa,2012,may-12,25.706
Formosa,2012,jun-12,25.403
Formosa,2012,jul-12,24.984
Formosa,2012,ago-12,25.229
Formosa,2012,sep-12,25.205
Formosa,2012,oct-12,25.292
Formosa,2012,nov-12,25.317
Formosa,2012,dic-12,25.012
Formosa,2013,ene-13,24.902
Formosa,2013,feb-13,25.03
Formosa,2013,mar-13,25.143
Formosa,2013,abr-13,25.3
Formosa,2013,may-13,25.453
Formosa,2013,jun-13,25.399
Formosa,2013,jul-13,25.787
Formosa,2013,ago-13,26.167
Formosa,2013,sep-13,26.101
Formosa,2013,oct-13,27.176
Formosa,2013,nov-13,27.836
Formosa,2013,dic-13,27.321
Formosa,2014,ene-14,27.253
Formosa,2014,feb-14,27.01
Formosa,2014,mar-14,27.009
Formosa,2014,abr-14,26.983
Formosa,2014,may-14,27.131
Formosa,2014,jun-14,27.275
Formosa,2014,jul-14,27.242
Formosa,2014,ago-14,25.716
Formosa,2014,sep-14,25.897
Formosa,2014,oct-14,26.087
Formosa,2014,nov-14,26.172
Formosa,2014,dic-14,26.068
Formosa,2015,ene-15,25.665
Formosa,2015,feb-15,25.97
Formosa,2015,mar-15,26.572
Formosa,2015,abr-15,26.854
Formosa,2015,may-15,27.232
Formosa,2015,jun-15,27.779
Formosa,2015,jul-15,28.254
Formosa,2015,ago-15,29.076
Formosa,2015,sep-15,28.985
Formosa,2015,oct-15,29.212
Formosa,2015,nov-15,28.966
Formosa,2015,dic-15,27.769
Formosa,2016,ene-16,27.063
Formosa,2016,feb-16,26.723
Formosa,2016,mar-16,26.795
Formosa,2016,abr-16,26.841
Formosa,2016,may-16,26.894
Formosa,2016,jun-16,26.919
Formosa,2016,jul-16,26.861
Formosa,2016,ago-16,26.859
Formosa,2016,sep-16,26.935
Formosa,2016,oct-16,26.991
Formosa,2016,nov-16,26.927
Formosa,2016,dic-16,26.374
Formosa,2017,ene-17,25.553
Formosa,2017,feb-17,25.831
Formosa,2017,mar-17,26.023
Formosa,2017,abr-17,25.849
Formosa,2017,may-17,26.229
Formosa,2017,Jun-17,26.421
Formosa,2017,Jul-17,26.708
Formosa,2017,ago-17,27.029
Formosa,2017,sep-17,26.939
Formosa,2017,oct-17,26.789
Formosa,2017,nov-17,26.76
Formosa,2017,dic-17,26.231
Formosa,2018,ene-18,26.418
Formosa,2018,feb-18,25.657
Formosa,2018,mar-18,25.998
Formosa,2018,abr-18,26.067
Formosa,2018,may-18,26.28
Formosa,2018,jun-18,26.148
Formosa,2018,jul-18,25.962
Formosa,2018,ago-18,25.901
Formosa,2018,sep-18,25.415
Formosa,2018,oct-18,25.074
Formosa,2018,nov-18,25.078
Formosa,2018,dic-18,24.567
Formosa,2019,ene-19,24.063
Formosa,2019,feb-19,24.357
Formosa,2019,mar-19,24.416
Formosa,2019,abr-19,24.493
Formosa,2019,may-19,24.604
Formosa,2019,jun-19,24.573
Formosa,2019,jul-19,24.469
Formosa,2019,ago-19,24.651
Formosa,2019,sep-19,24.509
Formosa,2019,oct-19,24.577
Formosa,2019,nov-19,24.31
Formosa,2019,dic-19,23.856
Formosa,2020,ene-20,23.403
Formosa,2020,feb-20,23.511
Formosa,2020,mar-20,23.76
Formosa,2020,abr-20,23.25
Formosa,2020,may-20,23.244
Formosa,2020,jun-20,23.204
Formosa,2020,jul-20,23.083
Formosa,2020,ago-20,23.154
Formosa,2020,sep-20,23.075
Formosa,2020,oct-20,23.245
Formosa,2020,nov-20,23.548
Formosa,2020,dic-20,23.498
Formosa,2021,ene-21,23.38
Formosa,2021,feb-21,23.667
Formosa,2021,mar-21,24.137
Formosa,2021,abr-21,24.096
Formosa,2021,may-21,24.028
Formosa,2021,jun-21,24.027
Formosa,2021,jul-21,24.187
Formosa,2021,ago-21,24.516
Formosa,2021,sep-21,24.534
Formosa,2021,oct-21,24.598
Jujuy,2009,ene-09,50.544
Jujuy,2009,feb-09,50.327
Jujuy,2009,mar-09,47.76
Jujuy,2009,abr-09,45.805
Jujuy,2009,may-09,47.167
Jujuy,2009,jun-09,49.492
Jujuy,2009,jul-09,50.319
Jujuy,2009,ago-09,51.241
Jujuy,2009,sep-09,53.246
Jujuy,2009,oct-09,53.097
Jujuy,2009,nov-09,53.37
Jujuy,2009,dic-09,53.667
Jujuy,2010,ene-10,53.224
Jujuy,2010,feb-10,53.025
Jujuy,2010,mar-10,50.191
Jujuy,2010,abr-10,48.148
Jujuy,2010,may-10,48.825
Jujuy,2010,jun-10,50.329
Jujuy,2010,jul-10,50.598
Jujuy,2010,ago-10,52.156
Jujuy,2010,sep-10,53.784
Jujuy,2010,oct-10,54.406
Jujuy,2010,nov-10,54.874
Jujuy,2010,dic-10,55.596
Jujuy,2011,ene-11,56.089
Jujuy,2011,feb-11,55.451
Jujuy,2011,mar-11,52.995
Jujuy,2011,abr-11,50.518
Jujuy,2011,may-11,51.307
Jujuy,2011,jun-11,52.096
Jujuy,2011,jul-11,52.485
Jujuy,2011,ago-11,54.205
Jujuy,2011,sep-11,55.708
Jujuy,2011,oct-11,56.891
Jujuy,2011,nov-11,57.471
Jujuy,2011,dic-11,58.989
Jujuy,2012,ene-12,58.937
Jujuy,2012,feb-12,58.381
Jujuy,2012,mar-12,54.652
Jujuy,2012,abr-12,51.488
Jujuy,2012,may-12,51.713
Jujuy,2012,jun-12,52.408
Jujuy,2012,jul-12,52.642
Jujuy,2012,ago-12,53.637
Jujuy,2012,sep-12,55.497
Jujuy,2012,oct-12,56.178
Jujuy,2012,nov-12,57.108
Jujuy,2012,dic-12,58.253
Jujuy,2013,ene-13,57.939
Jujuy,2013,feb-13,57.184
Jujuy,2013,mar-13,53.652
Jujuy,2013,abr-13,52.37
Jujuy,2013,may-13,52.807
Jujuy,2013,jun-13,53.518
Jujuy,2013,jul-13,53.837
Jujuy,2013,ago-13,55.386
Jujuy,2013,sep-13,56.467
Jujuy,2013,oct-13,57.021
Jujuy,2013,nov-13,58.419
Jujuy,2013,dic-13,59.949
Jujuy,2014,ene-14,59.625
Jujuy,2014,feb-14,59.176
Jujuy,2014,mar-14,55.732
Jujuy,2014,abr-14,52.485
Jujuy,2014,may-14,52.55
Jujuy,2014,jun-14,53.564
Jujuy,2014,jul-14,54.13
Jujuy,2014,ago-14,55.482
Jujuy,2014,sep-14,57.323
Jujuy,2014,oct-14,58.239
Jujuy,2014,nov-14,59.61
Jujuy,2014,dic-14,62.52
Jujuy,2015,ene-15,62.947
Jujuy,2015,feb-15,62.306
Jujuy,2015,mar-15,58.28
Jujuy,2015,abr-15,54.734
Jujuy,2015,may-15,54.41
Jujuy,2015,jun-15,54.744
Jujuy,2015,jul-15,54.959
Jujuy,2015,ago-15,56.817
Jujuy,2015,sep-15,57.478
Jujuy,2015,oct-15,58.595
Jujuy,2015,nov-15,59.293
Jujuy,2015,dic-15,60.605
Jujuy,2016,ene-16,60.953
Jujuy,2016,feb-16,60.544
Jujuy,2016,mar-16,57.268
Jujuy,2016,abr-16,53.358
Jujuy,2016,may-16,52.82
Jujuy,2016,jun-16,53.538
Jujuy,2016,jul-16,53.812
Jujuy,2016,ago-16,55.648
Jujuy,2016,sep-16,57.335
Jujuy,2016,oct-16,58.664
Jujuy,2016,nov-16,59.407
Jujuy,2016,dic-16,63.102
Jujuy,2017,ene-17,63.395
Jujuy,2017,feb-17,62.678
Jujuy,2017,mar-17,60.38
Jujuy,2017,abr-17,54.339
Jujuy,2017,may-17,54.629
Jujuy,2017,Jun-17,55.071
Jujuy,2017,Jul-17,55.052
Jujuy,2017,ago-17,57.653
Jujuy,2017,sep-17,59.512
Jujuy,2017,oct-17,60.149
Jujuy,2017,nov-17,62.412
Jujuy,2017,dic-17,64.816
Jujuy,2018,ene-18,65.068
Jujuy,2018,feb-18,63.855
Jujuy,2018,mar-18,60.037
Jujuy,2018,abr-18,56.802
Jujuy,2018,may-18,57.467
Jujuy,2018,jun-18,57.758
Jujuy,2018,jul-18,57.753
Jujuy,2018,ago-18,59.804
Jujuy,2018,sep-18,61.346
Jujuy,2018,oct-18,62.677
Jujuy,2018,nov-18,64.944
Jujuy,2018,dic-18,66.497
Jujuy,2019,ene-19,65.834
Jujuy,2019,feb-19,63.483
Jujuy,2019,mar-19,59.17
Jujuy,2019,abr-19,56.027
Jujuy,2019,may-19,56.832
Jujuy,2019,jun-19,57.224
Jujuy,2019,jul-19,57.646
Jujuy,2019,ago-19,60.018
Jujuy,2019,sep-19,60.906
Jujuy,2019,oct-19,60.868
Jujuy,2019,nov-19,62.17
Jujuy,2019,dic-19,63.168
Jujuy,2020,ene-20,63.35
Jujuy,2020,feb-20,62.337
Jujuy,2020,mar-20,57.767
