provincia,anio,mes,empleados_registrados_miles
Neuquén,2021,oct-21,115.166
Río Negro,2009,ene-09,109.325
Río Negro,2009,feb-09,111.229
Río Negro,2009,mar-09,107.136
Río Negro,2009,abr-09,93.602
Río Negro,2009,may-09,88.599
Río Negro,2009,jun-09,89.239
Río Negro,2009,jul-09,88.032
Río Negro,2009,ago-09,87.106
Río Negro,2009,sep-09,86.928
Río Negro,2009,oct-09,86.751
Río Negro,2009,nov-09,90.478
Río Negro,2009,dic-09,91.54
Río Negro,2010,ene-10,106.049
Río Negro,2010,feb-10,111.289
Río Negro,2010,mar-10,109.062
Río Negro,2010,abr-10,98.795
Río Negro,2010,may-10,90.87
Río Negro,2010,jun-10,91.766
Río Negro,2010,jul-10,91.138
Río Negro,2010,ago-10,91.245
Río Negro,2010,sep-10,88.977
Río Negro,2010,oct-10,89.071
Río Negro,2010,nov-10,92.972
Río Negro,2010,dic-10,93.212
Río Negro,2011,ene-11,109.591
Río Negro,2011,feb-11,113.581
Río Negro,2011,mar-11,111.041
Río Negro,2011,abr-11,102.274
Río Negro,2011,may-11,95.883
Río Negro,2011,jun-11,95.42
Río Negro,2011,jul-11,95.388
Río Negro,2011,ago-11,95.365
Río Negro,2011,sep-11,95.347
Río Negro,2011,oct-11,95.67
Río Negro,2011,nov-11,98.301
Río Negro,2011,dic-11,98.131
Río Negro,2012,ene-12,110.05
Río Negro,2012,feb-12,112.189
Río Negro,2012,mar-12,110.2
Río Negro,2012,abr-12,101.035
Río Negro,2012,may-12,96.927
Río Negro,2012,jun-12,96.522
Río Negro,2012,jul-12,96.67
Río Negro,2012,ago-12,97.298
Río Negro,2012,sep-12,96.272
Río Negro,2012,oct-12,96.69
Río Negro,2012,nov-12,99.396
Río Negro,2012,dic-12,100.017
Río Negro,2013,ene-13,113.021
Río Negro,2013,feb-13,114.139
Río Negro,2013,mar-13,111.461
Río Negro,2013,abr-13,103.126
Río Negro,2013,may-13,100.223
Río Negro,2013,jun-13,99.874
Río Negro,2013,jul-13,101.006
Río Negro,2013,ago-13,100.868
Río Negro,2013,sep-13,100.074
Río Negro,2013,oct-13,100.034
Río Negro,2013,nov-13,101.513
Río Negro,2013,dic-13,103.35
Río Negro,2014,ene-14,114.099
Río Negro,2014,feb-14,115.398
Río Negro,2014,mar-14,112.043
Río Negro,2014,abr-14,105.131
Río Negro,2014,may-14,101.8
Río Negro,2014,jun-14,101.491
Río Negro,2014,jul-14,103.068
Río Negro,2014,ago-14,102.846
Río Negro,2014,sep-14,102.527
Río Negro,2014,oct-14,102.992
Río Negro,2014,nov-14,105.083
Río Negro,2014,dic-14,106.822
Río Negro,2015,ene-15,116.243
Río Negro,2015,feb-15,118.437
Río Negro,2015,mar-15,115.118
Río Negro,2015,abr-15,109.351
Río Negro,2015,may-15,106.597
Río Negro,2015,jun-15,106.184
Río Negro,2015,jul-15,106.929
Río Negro,2015,ago-15,106.865
Río Negro,2015,sep-15,106.123
Río Negro,2015,oct-15,106.001
Río Negro,2015,nov-15,107.652
Río Negro,2015,dic-15,109.149
Río Negro,2016,ene-16,113.808
Río Negro,2016,feb-16,116.388
Río Negro,2016,mar-16,113.488
Río Negro,2016,abr-16,107.817
Río Negro,2016,may-16,104.049
Río Negro,2016,jun-16,102.515
Río Negro,2016,jul-16,103.458
Río Negro,2016,ago-16,103.447
Río Negro,2016,sep-16,103.267
Río Negro,2016,oct-16,102.408
Río Negro,2016,nov-16,104.48
Río Negro,2016,dic-16,105.114
Río Negro,2017,ene-17,113.175
Río Negro,2017,feb-17,113.423
Río Negro,2017,mar-17,110.708
Río Negro,2017,abr-17,104.534
Río Negro,2017,may-17,101.616
Río Negro,2017,Jun-17,101.405
Río Negro,2017,Jul-17,101.831
Río Negro,2017,ago-17,102.012
Río Negro,2017,sep-17,101.196
Río Negro,2017,oct-17,100.839
Río Negro,2017,nov-17,103.357
Río Negro,2017,dic-17,104.824
Río Negro,2018,ene-18,111.811
Río Negro,2018,feb-18,112.087
Río Negro,2018,mar-18,109.999
Río Negro,2018,abr-18,104.555
Río Negro,2018,may-18,101.279
Río Negro,2018,jun-18,100.308
Río Negro,2018,jul-18,101.369
Río Negro,2018,ago-18,100.971
Río Negro,2018,sep-18,99.905
Río Negro,2018,oct-18,99.596
Río Negro,2018,nov-18,101.5
Río Negro,2018,dic-18,102.197
Río Negro,2019,ene-19,110.276
Río Negro,2019,feb-19,111.258
Río Negro,2019,mar-19,109.067
Río Negro,2019,abr-19,103.22
Río Negro,2019,may-19,99.948
Río Negro,2019,jun-19,99.107
Río Negro,2019,jul-19,100.273
Río Negro,2019,ago-19,100.083
Río Negro,2019,sep-19,98.602
Río Negro,2019,oct-19,98.278
Río Negro,2019,nov-19,100.045
Río Negro,2019,dic-19,100.407
Río Negro,2020,ene-20,107.822
Río Negro,2020,feb-20,109.039
Río Negro,2020,mar-20,106.502
Río Negro,2020,abr-20,98.55
Río Negro,2020,may-20,95.644
Río Negro,2020,jun-20,95.298
Río Negro,2020,jul-20,95.686
Río Negro,2020,ago-20,95.655
Río Negro,2020,sep-20,95.946
Río Negro,2020,oct-20,96.812
Río Negro,2020,nov-20,99.249
Río Negro,2020,dic-20,99.458
Río Negro,2021,ene-21,107.091
Río Negro,2021,feb-21,108.192
Río Negro,2021,mar-21,106.461
Río Negro,2021,abr-21,101.111
Río Negro,2021,may-21,98.369
Río Negro,2021,jun-21,97.922
Río Negro,2021,jul-21,98.235
Río Negro,2021,ago-21,98.403
Río Negro,2021,sep-21,99.24
Río Negro,2021,oct-21,98.992
Salta,2009,ene-09,100.327
Salta,2009,feb-09,100.914
Salta,2009,mar-09,100.215
Salta,2009,abr-09,97.142
Salta,2009,may-09,98.239
Salta,2009,jun-09,99.842
Salta,2009,jul-09,99.951
Salta,2009,ago-09,99.139
Salta,2009,sep-09,102.08
Salta,2009,oct-09,105.533
Salta,2009,nov-09,105.094
Salta,2009,dic-09,103.304
Salta,2010,ene-10,104.113
Salta,2010,feb-10,105.755
Salta,2010,mar-10,105.815
Salta,2010,abr-10,101.601
Salta,2010,may-10,102.35
Salta,2010,jun-10,103.546
Salta,2010,jul-10,102.704
Salta,2010,ago-10,102.632
Salta,2010,sep-10,105.891
Salta,2010,oct-10,108.431
Salta,2010,nov-10,108.345
Salta,2010,dic-10,107.259
Salta,2011,ene-11,109.522
Salta,2011,feb-11,111.038
Salta,2011,mar-11,110.478
Salta,2011,abr-11,106.41
Salta,2011,may-11,107.684
Salta,2011,jun-11,108.822
Salta,2011,jul-11,108.829
Salta,2011,ago-11,109.647
Salta,2011,sep-11,110.9
Salta,2011,oct-11,114.482
Salta,2011,nov-11,115.576
Salta,2011,dic-11,112.798
Salta,2012,ene-12,112.739
Salta,2012,feb-12,112.657
Salta,2012,mar-12,109.959
Salta,2012,abr-12,105.355
Salta,2012,may-12,106.539
Salta,2012,jun-12,107.49
Salta,2012,jul-12,107.628
Salta,2012,ago-12,106.728
Salta,2012,sep-12,109.065
Salta,2012,oct-12,112.287
Salta,2012,nov-12,112.072
Salta,2012,dic-12,110.842
Salta,2013,ene-13,111.577
Salta,2013,feb-13,111.157
Salta,2013,mar-13,109.374
Salta,2013,abr-13,105.411
Salta,2013,may-13,105.763
Salta,2013,jun-13,105.562
Salta,2013,jul-13,106.327
Salta,2013,ago-13,107.336
Salta,2013,sep-13,109.478
Salta,2013,oct-13,114.686
Salta,2013,nov-13,115.866
Salta,2013,dic-13,113.84
Salta,2014,ene-14,116.66
Salta,2014,feb-14,116.191
Salta,2014,mar-14,115.062
Salta,2014,abr-14,109.401
Salta,2014,may-14,110.679
Salta,2014,jun-14,111.316
Salta,2014,jul-14,111.628
Salta,2014,ago-14,111.925
Salta,2014,sep-14,116.886
Salta,2014,oct-14,118.127
Salta,2014,nov-14,118.605
Salta,2014,dic-14,119.792
Salta,2015,ene-15,119.477
Salta,2015,feb-15,121.3
Salta,2015,mar-15,120.554
Salta,2015,abr-15,115.321
Salta,2015,may-15,114.925
Salta,2015,jun-15,115.564
Salta,2015,jul-15,114.429
Salta,2015,ago-15,115.293
Salta,2015,sep-15,119.206
Salta,2015,oct-15,120.034
Salta,2015,nov-15,120.54
Salta,2015,dic-15,119.371
Salta,2016,ene-16,118.517
Salta,2016,feb-16,118.66
Salta,2016,mar-16,117.597
Salta,2016,abr-16,112.631
Salta,2016,may-16,111.491
Salta,2016,jun-16,112.419
Salta,2016,jul-16,112.533
Salta,2016,ago-16,112.371
Salta,2016,sep-16,116.562
Salta,2016,oct-16,118.616
Salta,2016,nov-16,119.119
Salta,2016,dic-16,118.852
Salta,2017,ene-17,120.099
Salta,2017,feb-17,119.863
Salta,2017,mar-17,119.293
Salta,2017,abr-17,112.767
Salta,2017,may-17,111.764
Salta,2017,Jun-17,112.94
Salta,2017,Jul-17,114.627
Salta,2017,ago-17,113.469
Salta,2017,sep-17,117.205
Salta,2017,oct-17,118.854
Salta,2017,nov-17,119.758
Salta,2017,dic-17,121.227
Salta,2018,ene-18,120.738
Salta,2018,feb-18,119.848
Salta,2018,mar-18,118.795
Salta,2018,abr-18,113.49
Salta,2018,may-18,113.362
Salta,2018,jun-18,112.668
Salta,2018,jul-18,113.083
Salta,2018,ago-18,113.558
Salta,2018,sep-18,115.938
Salta,2018,oct-18,118.904
Salta,2018,nov-18,119.767
Salta,2018,dic-18,119.849
Salta,2019,ene-19,119.925
Salta,2019,feb-19,119.569
Salta,2019,mar-19,117.313
Salta,2019,abr-19,112.864
Salta,2019,may-19,112.889
Salta,2019,jun-19,113.326
Salta,2019,jul-19,114.505
Salta,2019,ago-19,115.081
Salta,2019,sep-19,117.438
Salta,2019,oct-19,118.179
Salta,2019,nov-19,118.781
Salta,2019,dic-19,117.92
Salta,2020,ene-20,118.478
Salta,2020,feb-20,118.156
Salta,2020,mar-20,116.254
Salta,2020,abr-20,109.006
Salta,2020,may-20,107.258
Salta,2020,jun-20,106.961
Salta,2020,jul-20,105.86
Salta,2020,ago-20,105.787
Salta,2020,sep-20,108.163
Salta,2020,oct-20,109.2
Salta,2020,nov-20,110.062
Salta,2020,dic-20,110.88
Salta,2021,ene-21,112.165
Salta,2021,feb-21,113.079
Salta,2021,mar-21,113.843
Salta,2021,abr-21,109.763
Salta,2021,may-21,108.633
Salta,2021,jun-21,109.578
Salta,2021,jul-21,109.573
Salta,2021,ago-21,110.836
Salta,2021,sep-21,112.924
Salta,2021,oct-21,113.972
San Juan,2009,ene-09,73.954
San Juan,2009,feb-09,74.532
San Juan,2009,mar-09,76.425
San Juan,2009,abr-09,74.261
San Juan,2009,may-09,72.668
San Juan,2009,jun-09,72.088
San Juan,2009,jul-09,71.68
San Juan,2009,ago-09,70.106
San Juan,2009,sep-09,69.243
San Juan,2009,oct-09,69.798
San Juan,2009,nov-09,70.905
San Juan,2009,dic-09,72.365
San Juan,2010,ene-10,72.827
San Juan,2010,feb-10,74.97
San Juan,2010,mar-10,75.691
San Juan,2010,abr-10,74.634
San Juan,2010,may-10,72.864
San Juan,2010,jun-10,73.685
San Juan,2010,jul-10,73.125
San Juan,2010,ago-10,73.355
San Juan,2010,sep-10,73.683
San Juan,2010,oct-10,75.171
San Juan,2010,nov-10,76.575
San Juan,2010,dic-10,78.651
San Juan,2011,ene-11,80.268
San Juan,2011,feb-11,81.262
San Juan,2011,mar-11,81.951
San Juan,2011,abr-11,81.891
San Juan,2011,may-11,81.366
San Juan,2011,jun-11,82.548
San Juan,2011,jul-11,82.089
San Juan,2011,ago-11,82.425
San Juan,2011,sep-11,82.551
San Juan,2011,oct-11,83.398
San Juan,2011,nov-11,85.184
San Juan,2011,dic-11,85.923
San Juan,2012,ene-12,86.291
San Juan,2012,feb-12,87.052
San Juan,2012,mar-12,89.114
San Juan,2012,abr-12,87.575
San Juan,2012,may-12,86.759
San Juan,2012,jun-12,87.12
San Juan,2012,jul-12,86.948
San Juan,2012,ago-12,87.068
San Juan,2012,sep-12,87.267
San Juan,2012,oct-12,88.005
San Juan,2012,nov-12,89.411
San Juan,2012,dic-12,90.882
San Juan,2013,ene-13,91.115
San Juan,2013,feb-13,93.073
San Juan,2013,mar-13,94.78
San Juan,2013,abr-13,94.791
San Juan,2013,may-13,92.464
San Juan,2013,jun-13,91.369
San Juan,2013,jul-13,90.636
San Juan,2013,ago-13,88.899
San Juan,2013,sep-13,87.349
San Juan,2013,oct-13,90.414
San Juan,2013,nov-13,87.023
San Juan,2013,dic-13,86.344
San Juan,2014,ene-14,84.525
San Juan,2014,feb-14,84.989
San Juan,2014,mar-14,87.854
San Juan,2014,abr-14,82.871
San Juan,2014,may-14,81.434
San Juan,2014,jun-14,81.307
San Juan,2014,jul-14,80.968
San Juan,2014,ago-14,81.022
San Juan,2014,sep-14,81.061
San Juan,2014,oct-14,81.883
San Juan,2014,nov-14,82.201
San Juan,2014,dic-14,82.206
San Juan,2015,ene-15,82.787
San Juan,2015,feb-15,83.594
San Juan,2015,mar-15,84.161
San Juan,2015,abr-15,83.95
San Juan,2015,may-15,82.202
San Juan,2015,jun-15,83.114
San Juan,2015,jul-15,81.714
San Juan,2015,ago-15,81.372
San Juan,2015,sep-15,80.912
San Juan,2015,oct-15,80.712
San Juan,2015,nov-15,80.559
San Juan,2015,dic-15,80.215
San Juan,2016,ene-16,80.015
San Juan,2016,feb-16,81.571
San Juan,2016,mar-16,81.869
San Juan,2016,abr-16,80.644
San Juan,2016,may-16,79.785
San Juan,2016,jun-16,79.712
San Juan,2016,jul-16,79.349
San Juan,2016,ago-16,79.145
San Juan,2016,sep-16,79.186
San Juan,2016,oct-16,79.299
San Juan,2016,nov-16,79.703
San Juan,2016,dic-16,79.835
San Juan,2017,ene-17,80.064
San Juan,2017,feb-17,80.853
San Juan,2017,mar-17,81.813
San Juan,2017,abr-17,79.472
San Juan,2017,may-17,79.051
San Juan,2017,Jun-17,80.016
San Juan,2017,Jul-17,79.416
San Juan,2017,ago-17,79.899
San Juan,2017,sep-17,80.737
San Juan,2017,oct-17,81.243
San Juan,2017,nov-17,81.987
San Juan,2017,dic-17,82.157
San Juan,2018,ene-18,82.61
San Juan,2018,feb-18,83.305
San Juan,2018,mar-18,83.799
San Juan,2018,abr-18,83.179
San Juan,2018,may-18,81.766
San Juan,2018,jun-18,81.112
San Juan,2018,jul-18,80.67
San Juan,2018,ago-18,80.846
San Juan,2018,sep-18,80.501
San Juan,2018,oct-18,80.914
San Juan,2018,nov-18,80.84
San Juan,2018,dic-18,80.379
San Juan,2019,ene-19,80.69
San Juan,2019,feb-19,81.984
San Juan,2019,mar-19,82.065
San Juan,2019,abr-19,80.881
San Juan,2019,may-19,79.983
San Juan,2019,jun-19,78.514
San Juan,2019,jul-19,77.771
San Juan,2019,ago-19,77.27
San Juan,2019,sep-19,75.857
San Juan,2019,oct-19,75.622
San Juan,2019,nov-19,76.004
San Juan,2019,dic-19,76.01
San Juan,2020,ene-20,76.197
San Juan,2020,feb-20,77.159
San Juan,2020,mar-20,77.041
San Juan,2020,abr-20,72.554
San Juan,2020,may-20,70.547
San Juan,2020,jun-20,70.225
San Juan,2020,jul-20,70.175
San Juan,2020,ago-20,70.393
San Juan,2020,sep-20,70.266
San Juan,2020,oct-20,71.362
San Juan,2020,nov-20,72.402
San Juan,2020,dic-20,72.525
San Juan,2021,ene-21,73.39
San Juan,2021,feb-21,74.658
San Juan,2021,mar-21,75.859
San Juan,2021,abr-21,76.085
San Juan,2021,may-21,75.383
San Juan,2021,jun-21,74.626
San Juan,2021,jul-21,74.77
San Juan,2021,ago-21,75.083
San Juan,2021,sep-21,75.449
San Juan,2021,oct-21,75.851
San Luis,2009,ene-09,52.385
San Luis,2009,feb-09,51.639
San Luis,2009,mar-09,51.528
San Luis,2009,abr-09,51.046
San Luis,2009,may-09,50.783
San Luis,2009,jun-09,50.332
San Luis,2009,jul-09,50.556
San Luis,2009,ago-09,50.997
San Luis,2009,sep-09,51.413
San Luis,2009,oct-09,51.901
San Luis,2009,nov-09,53.136
San Luis,2009,dic-09,53.506
San Luis,2010,ene-10,53.598
San Luis,2010,feb-10,54.12
San Luis,2010,mar-10,54.258
San Luis,2010,abr-10,53.626
San Luis,2010,may-10,53.224
San Luis,2010,jun-10,53.302
San Luis,2010,jul-10,53.058
San Luis,2010,ago-10,52.949
San Luis,2010,sep-10,53.1
San Luis,2010,oct-10,53.986
San Luis,2010,nov-10,54.878
San Luis,2010,dic-10,55.174
San Luis,2011,ene-11,55.273
San Luis,2011,feb-11,55.067
San Luis,2011,mar-11,54.919
San Luis,2011,abr-11,54.577
San Luis,2011,may-11,54.72
San Luis,2011,jun-11,54.69
San Luis,2011,jul-11,54.423
San Luis,2011,ago-11,55.108
San Luis,2011,sep-11,54.796
San Luis,2011,oct-11,55.857
San Luis,2011,nov-11,56.14
San Luis,2011,dic-11,56.64
San Luis,2012,ene-12,56.886
San Luis,2012,feb-12,56.517
San Luis,2012,mar-12,56.9
San Luis,2012,abr-12,56.427
San Luis,2012,may-12,56.168
San Luis,2012,jun-12,55.929
San Luis,2012,jul-12,55.708
San Luis,2012,ago-12,55.549
San Luis,2012,sep-12,55.154
San Luis,2012,oct-12,55.673
San Luis,2012,nov-12,55.896
San Luis,2012,dic-12,56.09
San Luis,2013,ene-13,55.956
San Luis,2013,feb-13,55.795
San Luis,2013,mar-13,56.234
San Luis,2013,abr-13,56.314
San Luis,2013,may-13,56.066
San Luis,2013,jun-13,55.925
San Luis,2013,jul-13,56.163
San Luis,2013,ago-13,56.418
San Luis,2013,sep-13,56.481
San Luis,2013,oct-13,56.844
San Luis,2013,nov-13,57.396
San Luis,2013,dic-13,57.499
San Luis,2014,ene-14,58.358
San Luis,2014,feb-14,57.83
San Luis,2014,mar-14,57.417
San Luis,2014,abr-14,57.01
San Luis,2014,may-14,57.02
San Luis,2014,jun-14,57.495
San Luis,2014,jul-14,57.249
San Luis,2014,ago-14,57.34
San Luis,2014,sep-14,57.601
San Luis,2014,oct-14,57.605
San Luis,2014,nov-14,58.063
San Luis,2014,dic-14,59.149
San Luis,2015,ene-15,60.046
San Luis,2015,feb-15,60.691
San Luis,2015,mar-15,61.355
San Luis,2015,abr-15,61.159
San Luis,2015,may-15,61.577
San Luis,2015,jun-15,61.334
San Luis,2015,jul-15,61.31
San Luis,2015,ago-15,61.768
San Luis,2015,sep-15,61.703
San Luis,2015,oct-15,61.606
San Luis,2015,nov-15,60.842
San Luis,2015,dic-15,59.607
San Luis,2016,ene-16,59.305
San Luis,2016,feb-16,59.192
San Luis,2016,mar-16,59.437
San Luis,2016,abr-16,58.577
San Luis,2016,may-16,57.983
San Luis,2016,jun-16,57.402
San Luis,2016,jul-16,56.508
San Luis,2016,ago-16,56.171
San Luis,2016,sep-16,56.163
San Luis,2016,oct-16,56.376
San Luis,2016,nov-16,56.637
San Luis,2016,dic-16,56.807
San Luis,2017,ene-17,57.22
San Luis,2017,feb-17,56.743
San Luis,2017,mar-17,57.065
San Luis,2017,abr-17,55.962
San Luis,2017,may-17,56.01
San Luis,2017,Jun-17,56.146
San Luis,2017,Jul-17,56.001
San Luis,2017,ago-17,55.973
San Luis,2017,sep-17,55.721
San Luis,2017,oct-17,55.805
San Luis,2017,nov-17,55.713
San Luis,2017,dic-17,55.905
San Luis,2018,ene-18,56.121
San Luis,2018,feb-18,56.075
San Luis,2018,mar-18,56.193
San Luis,2018,abr-18,55.715
San Luis,2018,may-18,55.205
San Luis,2018,jun-18,54.593
San Luis,2018,jul-18,53.949
San Luis,2018,ago-18,53.422
San Luis,2018,sep-18,53.105
San Luis,2018,oct-18,52.944
San Luis,2018,nov-18,52.766
San Luis,2018,dic-18,52.573
San Luis,2019,ene-19,53.328
San Luis,2019,feb-19,53.504
San Luis,2019,mar-19,52.992
San Luis,2019,abr-19,53.052
San Luis,2019,may-19,53.377
San Luis,2019,jun-19,53.151
San Luis,2019,jul-19,52.938
San Luis,2019,ago-19,52.506
San Luis,2019,sep-19,52.42
San Luis,2019,oct-19,51.951
San Luis,2019,nov-19,51.436
San Luis,2019,dic-19,51.44
San Luis,2020,ene-20,51.376
San Luis,2020,feb-20,51.115
San Luis,2020,mar-20,50.745
San Luis,2020,abr-20,49.903
San Luis,2020,may-20,49.827
San Luis,2020,jun-20,49.685
San Luis,2020,jul-20,50.112
San Luis,2020,ago-20,50.139
San Luis,2020,sep-20,50.342
San Luis,2020,oct-20,50.788
San Luis,2020,nov-20,51.288
San Luis,2020,dic-20,51.638
San Luis,2021,ene-21,52.224
San Luis,2021,feb-21,52.269
San Luis,2021,mar-21,52.433
San Luis,2021,abr-21,51.999
San Luis,2021,may-21,51.858
San Luis,2021,jun-21,51.554
San Luis,2021,jul-21,51.319
San Luis,2021,ago-21,51.626
San Luis,2021,sep-21,51.55
San Luis,2021,oct-21,51.94
Santa Cruz,2009,ene-09,54.735
Santa Cruz,2009,feb-09,55.166
Santa Cruz,2009,mar-09,54.718
Santa Cruz,2009,abr-09,53.979
Santa Cruz,2009,may-09,52.941
Santa Cruz,2009,jun-09,51.234
Santa Cruz,2009,jul-09,50.625
Santa Cruz,2009,ago-09,50.669
Santa Cruz,2009,sep-09,51.678
Santa Cruz,2009,oct-09,51.749
Santa Cruz,2009,nov-09,51.813
Santa Cruz,2009,dic-09,52.356
Santa Cruz,2010,ene-10,53.048
Santa Cruz,2010,feb-10,53.639
Santa Cruz,2010,mar-10,53.871
Santa Cruz,2010,abr-10,52.913
Santa Cruz,2010,may-10,51.974
Santa Cruz,2010,jun-10,51.351
Santa Cruz,2010,jul-10,51.289
Santa Cruz,2010,ago-10,51.831
Santa Cruz,2010,sep-10,53.167
Santa Cruz,2010,oct-10,53.584
Santa Cruz,2010,nov-10,54.747
Santa Cruz,2010,dic-10,55.281
Santa Cruz,2011,ene-11,56.617
Santa Cruz,2011,feb-11,58.025
Santa Cruz,2011,mar-11,58.738
Santa Cruz,2011,abr-11,58.51
Santa Cruz,2011,may-11,57.949
Santa Cruz,2011,jun-11,57.515
Santa Cruz,2011,jul-11,56.594
Santa Cruz,2011,ago-11,56.907
Santa Cruz,2011,sep-11,58.405
Santa Cruz,2011,oct-11,59.669
Santa Cruz,2011,nov-11,60.038
Santa Cruz,2011,dic-11,60.434
Santa Cruz,2012,ene-12,61.388
Santa Cruz,2012,feb-12,61.913
Santa Cruz,2012,mar-12,62.505
Santa Cruz,2012,abr-12,61.9
Santa Cruz,2012,may-12,61.187
Santa Cruz,2012,jun-12,59.921
Santa Cruz,2012,jul-12,59.078
Santa Cruz,2012,ago-12,59.408
Santa Cruz,2012,sep-12,59.876
Santa Cruz,2012,oct-12,60.893
Santa Cruz,2012,nov-12,60.714
Santa Cruz,2012,dic-12,61.001
Santa Cruz,2013,ene-13,61.531
Santa Cruz,2013,feb-13,62.436
Santa Cruz,2013,mar-13,62.482
Santa Cruz,2013,abr-13,61.874
Santa Cruz,2013,may-13,61.04
Santa Cruz,2013,jun-13,59.709
Santa Cruz,2013,jul-13,59.3
Santa Cruz,2013,ago-13,59.576
Santa Cruz,2013,sep-13,60.175
Santa Cruz,2013,oct-13,60.939
Santa Cruz,2013,nov-13,61.358
Santa Cruz,2013,dic-13,61.331
Santa Cruz,2014,ene-14,61.27
Santa Cruz,2014,feb-14,62.359
Santa Cruz,2014,mar-14,62.33
Santa Cruz,2014,abr-14,62.162
Santa Cruz,2014,may-14,61.979
Santa Cruz,2014,jun-14,61.559
Santa Cruz,2014,jul-14,61.164
Santa Cruz,2014,ago-14,61.347
Santa Cruz,2014,sep-14,62.094
Santa Cruz,2014,oct-14,63.071
Santa Cruz,2014,nov-14,62.786
Santa Cruz,2014,dic-14,63.332
Santa Cruz,2015,ene-15,62.986
Santa Cruz,2015,feb-15,63.825
Santa Cruz,2015,mar-15,64.137
Santa Cruz,2015,abr-15,64.174
Santa Cruz,2015,may-15,63.843
Santa Cruz,2015,jun-15,63.491
Santa Cruz,2015,jul-15,63.168
Santa Cruz,2015,ago-15,63.71
Santa Cruz,2015,sep-15,64.284
Santa Cruz,2015,oct-15,64.844
Santa Cruz,2015,nov-15,64.747
Santa Cruz,2015,dic-15,64.053
Santa Cruz,2016,ene-16,63.298
Santa Cruz,2016,feb-16,62.387
Santa Cruz,2016,mar-16,61.152
Santa Cruz,2016,abr-16,59.853
Santa Cruz,2016,may-16,59.025
Santa Cruz,2016,jun-16,58.226
Santa Cruz,2016,jul-16,58.035
Santa Cruz,2016,ago-16,57.765
Santa Cruz,2016,sep-16,57.811
Santa Cruz,2016,oct-16,58.19
Santa Cruz,2016,nov-16,58.18
Santa Cruz,2016,dic-16,58.209
Santa Cruz,2017,ene-17,59.093
Santa Cruz,2017,feb-17,59.503
Santa Cruz,2017,mar-17,59.439
Santa Cruz,2017,abr-17,58.133
Santa Cruz,2017,may-17,57.784
Santa Cruz,2017,Jun-17,57.033
Santa Cruz,2017,Jul-17,56.717
Santa Cruz,2017,ago-17,56.909
Santa Cruz,2017,sep-17,57.247
Santa Cruz,2017,oct-17,57.556
Santa Cruz,2017,nov-17,57.555
Santa Cruz,2017,dic-17,57.064
Santa Cruz,2018,ene-18,57.843
Santa Cruz,2018,feb-18,57.421
Santa Cruz,2018,mar-18,57.203
Santa Cruz,2018,abr-18,56.18
Santa Cruz,2018,may-18,55.885
Santa Cruz,2018,jun-18,54.929
Santa Cruz,2018,jul-18,54.64
Santa Cruz,2018,ago-18,55.184
Santa Cruz,2018,sep-18,55.083
Santa Cruz,2018,oct-18,55.851
Santa Cruz,2018,nov-18,55.967
Santa Cruz,2018,dic-18,56.509
Santa Cruz,2019,ene-19,57.889
Santa Cruz,2019,feb-19,58.564
Santa Cruz,2019,mar-19,57.981
Santa Cruz,2019,abr-19,56.532
Santa Cruz,2019,may-19,55.534
Santa Cruz,2019,jun-19,55.758
Santa Cruz,2019,jul-19,55.658
Santa Cruz,2019,ago-19,55.928
Santa Cruz,2019,sep-19,56.42
Santa Cruz,2019,oct-19,56.823
Santa Cruz,2019,nov-19,56.731
Santa Cruz,2019,dic-19,56.558
Santa Cruz,2020,ene-20,57.451
Santa Cruz,2020,feb-20,58.207
Santa Cruz,2020,mar-20,57.598
Santa Cruz,2020,abr-20,55.018
Santa Cruz,2020,may-20,54.967
Santa Cruz,2020,jun-20,54.561
Santa Cruz,2020,jul-20,54.121
Santa Cruz,2020,ago-20,54.967
Santa Cruz,2020,sep-20,55.197
Santa Cruz,2020,oct-20,55.18
Santa Cruz,2020,nov-20,55.022
Santa Cruz,2020,dic-20,54.741
Santa Cruz,2021,ene-21,55.652
Santa Cruz,2021,feb-21,56.285
Santa Cruz,2021,mar-21,56.672
Santa Cruz,2021,abr-21,56.701
Santa Cruz,2021,may-21,56.559
Santa Cruz,2021,jun-21,56.651
Santa Cruz,2021,jul-21,56.535
Santa Cruz,2021,ago-21,56.842
Santa Cruz,2021,sep-21,57.558
Santa Cruz,2021,oct-21,57.485
Santa Fe,2009,ene-09,459.325
Santa Fe,2009,feb-09,453.637
Santa Fe,2009,mar-09,454.632
Santa Fe,2009,abr-09,452.583
Santa Fe,2009,may-09,449.091
Santa Fe,2009,jun-09,447.706
Santa Fe,2009,jul-09,446.595
Santa Fe,2009,ago-09,445.555
Santa Fe,2009,sep-09,450.313
Santa Fe,2009,oct-09,453.29
Santa Fe,2009,nov-09,455.457
Santa Fe,2009,dic-09,459.494
Santa Fe,2010,ene-10,455.259
Santa Fe,2010,feb-10,454.95
Santa Fe,2010,mar-10,459.452
Santa Fe,2010,abr-10,459.574
Santa Fe,2010,may-10,459.008
Santa Fe,2010,jun-10,459.962
Santa Fe,2010,jul-10,460.33
Santa Fe,2010,ago-10,462.056
Santa Fe,2010,sep-10,464.502
Santa Fe,2010,oct-10,467.313
Santa Fe,2010,nov-10,472.01
Santa Fe,2010,dic-10,477.788
